movetext,white_elo,black_elo,white_diff,black_diff,opening,eco
1. e4 e5 2. Nc3 Nf6 3. Bc4 Nc6 4. f3 Bc5 5. d3 O-O 6. Nge2 d6 7. a3 Be6 8. Bxe6 fxe6 9. Bg5 h6 10. Bxf6 Qxf6 11. b4 Bb6 12. Qd2 Qh4+ 13. Kf1 0-1,1545.0,1868.0,-3.0,6.0,"Vienna Game: Stanley Variation, Three Knights Variation",C28
1. e3 d5 2. g3 e5 3. Bg2 f5 4. b3 Nf6 5. Bb2 Nc6 6. c3 Bc5 7. Ne2 f4 8. d4 exd4 9. exd4 Bd6 10. gxf4 Bg4 11. f3 Bf5 12. Bc1 Qe7 13. O-O O-O-O 14. Re1 Qd7 15. Ng3 Bh3 16. f5 Bxg2 17. Kxg2 h5 18. h4 g5 19. Bxg5 Rhg8 20. Re6 Nh7 21. Rg6 Rxg6 22. fxg6 Nxg5 23. hxg5 Rh8 24. Qd3 h4 25. Nf5 h3+ 26. Kh1 Bb4 27. cxb4 Nxb4 28. Qe2 Qxf5 29. Nd2 Qxg5 30. Rg1 Qf4 31. g7 Rg8 32. Qe6+ Kd8 33. Qxg8+ Kd7 34. Qe6+ Kd8 35. g8=Q+ Qf8 36. Qxf8# 1-0,1647.0,1615.0,10.0,-11.0,Van't Kruijs Opening,A00
1. e4 e5 2. Nf3 Nc6 3. Bb5 f6 4. O-O a6 5. Ba4 b5 6. Bb3 d6 7. h3 Qe7 8. c3 Be6 9. Bc2 O-O-O 10. d4 Na5 11. d5 Bf7 12. b3 c5 13. a4 Qb7 14. axb5 Qxb5 15. Bd3 Qb6 16. b4 cxb4 17. cxb4 Qxb4 18. Bd2 Qb3 19. Bxa5 Qxd1 20. Rxd1 Rd7 21. Rc1+ Kb7 22. Na3 Bh5 23. Rab1+ Ka7 24. Bb6+ Ka8 25. Rc8+ Kb7 26. Rc6 Bxf3 27. gxf3 Ne7 28. Bxa6+ Kxa6 29. Bd8+ Ka7 30. Bxe7 Bxe7 31. Nb5+ Ka8 32. Ra1+ Kb7 33. Ra7+ Kb8 34. Rxd7 Rc8 35. Rb6+ Ka8 36. Ra7# 1-0,1354.0,1372.0,12.0,-14.0,Ruy Lopez: Nuernberg Variation,C60
1. e4 e5 2. Nc3 Nf6 3. Bc4 d6 4. f3 Nh5 5. d3 Qh4+ 6. Ke2 Ng3+ 7. Ke3 Nxh1 8. d4 Qf2+ 9. Kd3 Qxg2 10. dxe5 Nf2+ 11. Kd4 Nxd1 12. exd6 Qxg1+ 13. Kd5 Nxc3+ 14. Ke5 cxd6+ 15. Kf4 Nxe4 16. Kxe4 Qxh2 17. Kd5 Qxc2 18. f4 Be6+ 19. Kd4 Qxc4+ 20. Ke3 d5 21. b3 Qc3+ 22. Kf2 Qxa1 23. f5 Qxc1 24. fxe6 fxe6 25. b4 Qb2+ 26. Kf3 Qxb4 27. a3 Qxa3+ 28. Kf4 d4 29. Ke5 0-1,1542.0,1555.0,-11.0,11.0,Vienna Game: Stanley Variation,C26
1. e3 e5 2. b3 a6 3. Bb2 Nc6 4. g3 Bc5 5. Bg2 Na7 6. Bxe5 d6 7. Bxg7 f6 8. Bxh8 Nh6 9. Bg7 Nf5 10. Qh5+ 1-0,1387.0,1430.0,17.0,-12.0,Van't Kruijs Opening,A00
1. e4 c5 2. Nc3 Nc6 3. Nf3 e5 4. a3 Nf6 5. Bc4 Nxe4 6. Nxe4 d5 7. Ba2 dxe4 8. Ng1 Qg5 9. g3 Bg4 10. d3 Qh5 11. Qd2 Nd4 12. h3 exd3 13. Qxd3 O-O-O 14. Qe4 Bf5 15. Qxe5 Nxc2+ 16. Kf1 Bd3+ 17. Kg2 Qxe5 18. Bf4 Be4+ 19. Nf3 Bxf3+ 20. Kxf3 Nd4+ 21. Kg2 Qe4+ 22. Kh2 Nf3+ 23. Kg2 Nh4+ 0-1,1637.0,1663.0,-18.0,11.0,"Sicilian Defense: Closed Variation, Traditional",B25
1. d4 d5 2. e3 Nf6 3. Nf3 e6 4. c4 dxc4 5. Bxc4 c5 6. Nc3 cxd4 7. Nxd4 Be7 8. O-O O-O 9. Bd2 Bd7 10. a3 Nc6 11. Nxc6 Bxc6 12. Nb5 a6 13. Nd4 Rc8 14. Bc3 b5 15. Bd3 Nd5 16. Nxc6 Rxc6 17. Be4 Rc8 18. Rc1 Nxc3 19. Rxc3 Rxc3 20. bxc3 Qxd1 21. Rxd1 Rc8 22. Bb7 Rxc3 23. Bxa6 Rxa3 24. Bxb5 g6 25. g4 Kg7 26. Rd7 Bh4 27. Rd2 Ra5 28. Be2 h6 29. Kg2 Ra7 30. f4 f5 31. gxf5 exf5 32. h3 Re7 33. Kf3 Bf6 34. Rd3 Ra7 35. Bd1 Rc7 36. Ba4 Be7 37. e4 fxe4+ 38. Kxe4 Bf6 39. Rd7+ Rxd7 40. Bxd7 g5 41. Kf5 gxf4 42. Kxf4 Bg5+ 43. Kg4 Bc1 44. h4 Bd2 1/2-1/2,1543.0,1716.0,5.0,-5.0,Queen's Gambit Accepted: Classical Defense,D26
1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. Bxc6+ bxc6 5. d4 Bg4 6. dxe5 dxe5 7. O-O Qxd1 8. Rxd1 Bxf3 9. gxf3 Nf6 10. f4 Bd6 11. f5 Nxe4 12. Re1 O-O 13. Rxe4 Rab8 14. b3 g6 15. Rg4 Kg7 16. Bb2 f6 17. Nd2 Rb4 18. Nc4 c5 19. Rd1 Be7 20. Rd7 Kf7 21. fxg6+ hxg6 22. Rh4 Rg8 23. Rh7+ Ke8 24. Rdxe7+ Kd8 25. Rd7+ Kc8 26. Rxc7+ Kb8 27. Rxc5 Rb7 28. Rxb7+ Kxb7 29. Nd6+ Kb6 30. Rb5+ Kc6 31. Ba3 a6 32. Rc5+ Kxd6 33. Rc8+ Kd7 34. Rxg8 1-0,1467.0,1532.0,35.0,-13.0,Ruy Lopez: Steinitz Defense,C62
1. e4 e5 2. Nf3 Nf6 3. d4 exd4 4. Bc4 Bc5 5. e5 Ng8 6. c3 Nc6 7. O-O Nge7 8. cxd4 Bb4 9. d5 Na5 10. b3 O-O 11. d6 cxd6 12. exd6 Nf5 13. Bd3 Nxd6 14. a3 Qf6 15. Ra2 Bxa3 16. Bxa3 Nc6 17. Bxd6 Qxd6 18. Bxh7+ 1-0,1895.0,1684.0,6.0,-5.0,Bishop's Opening: Urusov Gambit,C24
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Be3 Nf6 7. Nc3 O-O 8. Be2 d6 9. O-O Bd7 10. f3 a6 11. Qd2 Rc8 12. Rac1 Re8 13. Rfd1 Ne5 14. b3 Qa5 15. Qb2 Nc6 16. a3 Nxd4 17. Bxd4 b5 18. b4 Qc7 19. cxb5 e5 20. Be3 axb5 21. Nxb5 Qb8 22. Nxd6 Rxc1 23. Qxc1 Rd8 24. Bc5 Be6 25. a4 Nd7 26. Bb5 Nxc5 27. bxc5 Bf8 28. Qa3 Bd7 29. Bc4 Bxd6 30. Rxd6 Qb1+ 31. Kf2 Qc2+ 32. Kg3 Qxc4 33. c6 h5 34. cxd7 Qc7 35. Rd5 Rxd7 36. Rxd7 Qxd7 37. a5 Qa7 38. a6 Kg7 39. Qd6 f6 40. h4 Kf7 41. Kh3 g5 42. Qc6 gxh4 43. Qb7+ Qxb7 44. axb7 Kg6 45. b8=Q Kg5 46. Qg8+ Kf4 47. Kxh4 Ke3 48. Qg6 Kd4 49. Qxf6 Ke3 50. Qxe5 Kf2 51. Qxh5 Ke3 52. e5 Kf2 53. e6 Ke3 54. e7 Kf2 55. e8=Q Kf1 56. Qe3 Kxg2 57. Qg4+ 1-0,2071.0,1966.0,9.0,-7.0,"Sicilian Defense: Accelerated Dragon, Maroczy Bind",B38
1. e3 d5 2. c3 Nf6 3. g3 Bf5 4. Qa4+ c6 5. e4 dxe4 6. Nh3 e6 7. Nf4 Bd6 8. d3 exd3 9. Bxd3 Bxf4 10. Bxf4 Bxd3 11. Nd2 O-O 12. a3 Nbd7 13. Nc4 b5 14. Qa6 Bxc4 15. Rd1 Qb6 16. Qxb6 axb6 0-1,1500.0,1954.0,-47.0,22.0,Van't Kruijs Opening,A00
1. e4 e5 2. Nf3 Nc6 3. Be2 Nf6 4. d3 g6 5. O-O Bg7 6. Bg5 h6 7. Bxf6 Bxf6 8. Nc3 d6 9. Nd5 Bg7 10. c4 Ne7 11. Qa4+ c6 12. Nxe7 Qxe7 13. b4 O-O 14. b5 Bd7 15. bxc6 Bxc6 16. Qb4 f5 17. exf5 gxf5 18. a4 e4 19. dxe4 fxe4 20. Nh4 Qxh4 21. Rad1 Be5 22. g3 Qh3 23. c5 d5 24. Qd2 Rf6 25. Bb5 Raf8 26. Bxc6 bxc6 27. Qe2 Rf3 28. Rd2 Rf8f5 29. Rb2 Rh5 0-1,1679.0,1901.0,-5.0,5.0,King's Pawn Game: Tayler Opening,C44
1. e4 d5 2. exd5 Qxd5 3. Nf3 Bg4 4. Be2 Nc6 5. O-O O-O-O 6. Nc3 Qd7 7. h3 Bh5 8. Ng5 Bg6 9. d4 Nf6 10. Be3 h6 11. Nf3 e6 12. Qe1 Bb4 13. a3 Ba5 14. b4 Bb6 15. Na4 Bxd4 16. Nxd4 Nxd4 17. Nc5 Nxe2+ 18. Qxe2 Qe7 19. a4 Nd5 20. Nxb7 Kxb7 21. Qb5+ Nb6 22. a5 Rd5 23. a6+ Kc8 24. Qc6 Qe8 25. Qb7+ Kd7 26. c4 Nxc4 27. Qxa7 Nxe3 28. Qxe3 Qa8 29. Rfc1 Rb8 30. Qc3 Qa7 31. Qc6+ Ke7 32. Qxc7+ Qxc7 33. Rxc7+ Kd6 34. Rb7 Rxb7 35. axb7 Rb5 36. Ra7 Kc7 37. b8=Q+ Kxb8 0-1,1827.0,1922.0,-9.0,9.0,Scandinavian Defense: Mieses-Kotroc Variation,B01
1. d4 Nf6 2. c4 d5 3. cxd5 Qxd5 4. Nf3 Bg4 5. Nc3 Qa5 6. e3 Ne4 7. Bd2 Bxf3 8. Nxe4 Bxd1 9. Bxa5 Bc2 10. Bxc7 Bxe4 11. Bb5+ Bc6 12. Bxc6+ Nxc6 13. Rc1 Rc8 14. Bg3 e6 15. O-O Be7 16. b3 O-O 17. Rc4 b5 18. Rc3 Bb4 19. Rd3 a5 20. e4 Rfd8 21. f4 Nxd4 22. Rfd1 Bc5 23. Bf2 Ne2+ 24. Kf1 Rxd3 25. Rxd3 Nxf4 26. Rf3 Bxf2 27. Rxf4 Be3 28. Rf3 Bd4 29. Rd3 e5 30. h3 Rc1+ 31. Ke2 Rc2+ 32. Rd2 Rxd2+ 33. Kxd2 g5 34. g4 b4 35. Kd3 Kg7 36. Kc4 Bb6 37. Kb5 Bd8 38. Kc4 Kg6 39. Kd5 h5 40. Kxe5 hxg4 41. hxg4 f6+ 42. Kd5 Kf7 43. Kd6 Be7+ 44. Kd5 Bd8 45. e5 f5 46. gxf5 g4 47. e6+ Kf6 48. Ke4 g3 49. Kf3 Bc7 50. Kg2 Bd6 51. Kf3 Kxf5 52. e7 Bxe7 53. Kxg3 Ke4 54. Kf2 Kd3 55. Ke1 Kc2 56. Ke2 Kb2 57. Kd2 Kxa2 58. Kc2 Bf6 59. Kd3 Kxb3 0-1,1507.0,1563.0,-14.0,10.0,Queen's Gambit Refused: Marshall Defense,D06
1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Nc6 5. Nxc6 bxc6 6. c4 g6 7. Nc3 Bg7 8. Qc2 Nf6 9. Bd2 O-O 10. b3 Be6 11. Bd3 Rb8 12. O-O d5 13. exd5 cxd5 14. cxd5 Nxd5 15. Nxd5 Bxd5 16. Bc4 Ba8 17. Rad1 Qh4 18. Be3 Qg4 19. Bd5 Bxd5 20. Rxd5 Rbe8 21. Bd4 f6 22. Rd1 Re4 23. Be3 f5 24. Rd7 Rxe3 25. fxe3 Re8 26. Rd8 Rf8 27. Rxf8+ Bxf8 28. Qc4+ Kg7 29. Qxg4 fxg4 30. Rd7+ Kf6 31. Rxc7 Bc5 32. Rxc5 Ke6 33. Rc7 Kd6 34. Rxa7 h5 35. Rh7 Ke6 36. Rg7 Kf6 37. Rc7 Ke6 38. b4 Ke5 39. b5 Kd6 40. Rg7 Ke6 41. Rxg6+ Kf5 42. Rh6 Kg5 43. Rxh5+ 1-0,1799.0,1672.0,7.0,-7.0,Philidor Defense: Exchange Variation #2,C41
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe6+ 4. Nge2 Nc6 5. d4 Qd6 6. Bf4 Qd8 7. Nb5 Bg4 8. Nxc7+ Kd7 9. Nxa8 Qxa8 10. d5 Nb4 11. f3 Bf5 12. Nd4 Bg6 13. Bd3 Nxd3+ 14. cxd3 e5 15. Qa4+ Kd6 16. Nb5+ Ke7 17. d6+ Kf6 18. Bg3 Bxd3 19. f4 Bxb5 20. fxe5+ Ke6 21. Qxb5 a6 22. Qc4+ Kd7 23. O-O Qa7+ 24. Kh1 b5 25. Qxf7+ Kc6 26. Qxa7 Kd5 27. Rad1+ Ke4 28. Rfe1+ Kf5 29. Qf7+ Kg4 30. Qf4+ Kh5 31. h4 g5 32. Qxg5# 1-0,1539.0,1316.0,6.0,-6.0,Scandinavian Defense: Mieses-Kotroc Variation,B01
1. e4 e5 2. Nf3 Nc6 3. a3 Bc5 4. b4 Bb6 5. Be2 d6 6. O-O f5 7. d3 Nf6 8. Bg5 O-O 9. c4 Nd4 10. Nxd4 Bxd4 11. Ra2 f4 12. Nd2 a5 13. b5 h6 14. Bxf6 Rxf6 15. Nf3 Bb6 16. d4 Qe7 17. d5 Rg6 18. Nd2 Bd7 19. a4 Rf6 20. Nf3 g5 21. Qc2 Rg6 22. h3 h5 23. Raa1 g4 24. hxg4 hxg4 25. Nh2 g3 26. Nf3 Qh7 27. c5 Bxc5 28. b6 cxb6 29. Bb5 Rh6 30. Bxd7 Rh1# 0-1,1565.0,2094.0,-1.0,1.0,King's Knight Opening: Normal Variation,C44
1. e3 f5 2. g3 Nf6 3. Bg2 d6 4. Ne2 g6 5. b3 Bg7 6. Bb2 O-O 7. c3 e5 8. d4 e4 9. b4 d5 10. Nd2 Be6 11. O-O g5 12. Nf4 gxf4 13. exf4 Nbd7 14. a4 a5 15. Ba3 Re8 16. b5 Bf8 17. h3 Bxa3 18. Rxa3 Qe7 19. Ra1 Bf7 20. Re1 Bh5 21. Qc2 Nb6 22. c4 dxc4 23. Nxc4 Nxc4 24. Qxc4+ Bf7 25. Qc5 Qxc5 26. dxc5 b6 27. f3 Rad8 28. fxe4 Nxe4 29. cxb6 cxb6 30. Bxe4 fxe4 31. Rac1 e3 32. Kg2 e2 33. Kf2 Rd2 34. Rc6 Bb3 35. Rxb6 Bxa4 36. Ra6 Bxb5 37. Rxa5 Bc4 38. Re5 Rxe5 39. fxe5 Rd1 40. Rxe2 Bxe2 41. Kxe2 Rd8 42. Ke3 Re8 43. Ke4 Kf7 44. Kd5 Ke7 45. e6 Rf8 46. Ke5 Rf3 47. Ke4 Rxg3 48. Kf4 Rxh3 49. Kg4 Rh1 50. Kf5 Re1 51. Kf4 Rxe6 52. Kg5 Kf7 53. Kg4 Rg6+ 54. Kf5 h6 55. Ke5 h5 56. Kd5 h4 57. Ke4 h3 58. Kd4 h2 59. Kc4 h1=Q 60. Kd3 Rg2 61. Kd4 Qf1 62. Ke3 Re2+ 63. Kd3 Qd1+ 64. Kc3 Rc2+ 65. Kb3 Qb1+ 0-1,1654.0,1774.0,-7.0,8.0,Van't Kruijs Opening,A00
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 c6 5. Bd2 Qc7 6. Nf3 Nf6 7. Bc4 Bg4 8. h3 Bxf3 9. Qxf3 e6 10. O-O-O Be7 11. Bf4 Qa5 12. Ne4 Nbd7 13. Nd6+ Bxd6 14. Bxd6 Rd8 15. Qb3 Nb6 16. Bb4 Qg5+ 17. Bd2 Qh5 18. g4 Qh4 19. c3 Ne4 20. Bxe6 fxe6 21. Qxe6+ Qe7 22. Qxe7+ Kxe7 23. Rhe1 Rhf8 24. Rxe4+ Kd7 25. f4 Nd5 26. f5 Rde8 27. Rde1 Rxe4 28. Rxe4 Re8 29. Rxe8 Kxe8 30. Kd1 Kf7 31. Ke2 Kf6 32. Kf3 h6 33. h4 g5 34. hxg5+ hxg5 35. Ke4 b6 36. c4 Ne7 37. b4 Nc8 38. d5 Nd6+ 39. Kd4 c5+ 40. bxc5 bxc5+ 41. Kxc5 Ne4+ 42. Kc6 Nxd2 43. d6 Nxc4 44. d7 Ne5+ 45. Kc7 Nxd7 46. Kxd7 1-0,1684.0,1692.0,10.0,-80.0,Scandinavian Defense: Main Line,B01
1. e4 a6 2. d4 h6 3. d5 d6 4. Nf3 Bg4 5. Be2 e5 6. dxe6 Bxe6 7. Nd4 d5 8. Nxe6 fxe6 9. exd5 Nf6 10. dxe6 Nc6 11. Bh5+ Nxh5 12. Qxh5+ Ke7 13. Qf7+ Kd6 14. O-O Ne5 15. Rd1+ Kc6 16. Rxd8 Nxf7 17. Rxa8 Ng5 18. Bxg5 hxg5 19. e7 Bxe7 20. Rxh8 Bf6 21. Nc3 g6 22. Rg8 Bxc3 23. bxc3 1-0,1560.0,1349.0,5.0,-7.0,St. George Defense,B00
1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 d6 6. Be3 Nf6 7. g4 a6 8. g5 Nd7 9. Nxc6 bxc6 10. Qd2 Be7 11. O-O-O Rb8 12. f4 Qa5 13. Kb1 d5 14. exd5 exd5 15. Bd4 O-O 16. h4 Bb4 17. h5 c5 18. Bxg7 Kxg7 19. h6+ Kh8 20. Qxd5 Bxc3 21. Bc4 Rxb2+ 22. Kc1 Qa3 23. Rd3 Rb1+ 24. Kxb1 Qb2# 0-1,1785.0,1665.0,-13.0,82.0,"Sicilian Defense: Paulsen Variation, Normal Variation",B45
1. e4 e5 2. Nf3 d6 3. Bc4 c6 4. d3 Be7 5. O-O Nd7 6. Nc3 Nc5 7. a3 h5 8. b4 Ne6 9. b5 c5 10. a4 h4 11. h3 g5 12. Nh2 Nd4 13. Nd5 Be6 14. c3 Qc8 15. cxd4 cxd4 16. a5 Nh6 17. b6 g4 18. Nc7+ Kf8 19. Nxa8 gxh3 20. Bxe6 Qxe6 21. Nc7 Qd7 22. Bxh6+ Rxh6 23. bxa7 hxg2 24. a8=Q+ Kg7 25. Re1 h3 26. Qxb7 Bh4 27. Qg4+ Qxg4 28. Nxg4 Bxf2+ 29. Nxf2 h2+ 30. Kxg2 1-0,1517.0,1639.0,15.0,-14.0,Philidor Defense #3,C41
1. e4 e6 2. d4 b6 3. c4 Bb7 4. Nc3 g6 5. Nf3 Bb4 6. Bd3 Bxc3+ 7. bxc3 Nf6 8. Ba3 Nxe4 9. Bxe4 Bxe4 10. Qe2 Bxf3 11. Qxf3 Nc6 12. d5 Ne5 13. Qe4 d6 14. dxe6 fxe6 15. Rd1 O-O 16. O-O Qg5 17. Qb7 Rab8 18. Qxc7 Nf3+ 19. Kh1 Nh4 20. g3 Nf3 21. Rd3 Qh5 22. h4 g5 23. Rxf3 Qxf3+ 24. Kg1 gxh4 25. Bxd6 h3 26. Bf4 0-1,1604.0,1657.0,-10.0,10.0,French Defense: Normal Variation,C00
1. e4 c5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 bxc6 5. O-O d5 6. e5 Bg4 7. d3 Qc7 8. Bf4 e6 9. h3 Bh5 10. Nbd2 Ne7 11. g4 Bg6 12. Re1 h5 13. Kg2 hxg4 14. hxg4 Kd7 15. Rh1 Rxh1 16. Qxh1 Rb8 17. b3 Qa5 18. a4 Qc3 19. Rc1 Rb4 20. Kg3 f5 21. exf6 gxf6 22. Qh4 e5 23. Nb1 exf4+ 24. Kg2 Qb2 25. Qh1 c4 26. dxc4 dxc4 27. Qd1+ Nd5 28. Nh4 Be4+ 29. f3 Bxc2 30. Rxc2 Qxc2+ 31. Qxc2 Ne3+ 32. Kf2 Nxc2 33. Ng6 Bd6 34. Nd2 cxb3 35. Ne4 b2 36. Nxf6+ Kc7 37. Ne8+ Kd7 38. Nxd6 Kxd6 0-1,1719.0,1880.0,-6.0,7.0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30
1. e4 d5 2. e5 Bf5 3. h3 e6 4. Nf3 c6 5. d3 Nd7 6. g3 Ne7 7. Bg2 Ng6 8. d4 Qb6 9. O-O h5 10. Nh2 f6 11. exf6 gxf6 12. h4 Bd6 13. c3 O-O-O 14. Bf3 Rdg8 15. Bg2 Be4 16. Bxe4 dxe4 17. Kh1 Qc7 18. Nd2 Nxh4 19. Nxe4 Bxg3 20. fxg3 Nf5 21. Bf4 e5 22. dxe5 fxe5 23. Bxe5 Qxe5 24. Qf3 Nxg3+ 25. Nxg3 Rxg3 26. Qf4 Qd5+ 27. Nf3 h4 28. Rad1 Qe6 29. Rg1 Qh3+ 30. Nh2 Rf8 31. Qd6 Rf2 32. Rd2 Qxh2# 0-1,1719.0,1669.0,-12.0,30.0,Scandinavian Defense,B01
1. e3 e5 2. b3 Nc6 3. g3 Bd6 4. Bb5 Nb8 5. Bc4 Qe7 6. h4 a6 7. Nh3 b5 8. Bd5 c6 9. Bg2 Bb7 10. Ng5 h6 11. Ne4 Bc7 12. Bb2 Nf6 13. Nxf6+ Qxf6 14. Qe2 O-O 15. Nc3 d5 16. d4 exd4 17. exd4 Nd7 18. O-O-O Rfe8 19. Qg4 Re7 20. Rde1 Rae8 21. Re2 b4 22. Rxe7 Rxe7 23. Ne2 Qxf2 24. Bf1 Nf6 25. Qh3 Ne4 26. Nf4 Qe1# 0-1,1404.0,1418.0,-15.0,10.0,Van't Kruijs Opening,A00
1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Nc6 5. Be3 Nf6 6. Bd3 g6 7. a3 Bg7 8. c4 O-O 9. Nxc6 bxc6 10. Nc3 Bg4 11. f3 Be6 12. O-O Rb8 13. Qc2 h5 14. Bxa7 Rb7 15. Bd4 h4 16. e5 dxe5 17. Bxe5 Nh5 18. Bxg7 Nxg7 19. Rad1 Qg5 20. Be4 h3 21. Bxc6 Rb6 22. Bd5 Bxd5 23. Rxd5 Qf6 24. Ne4 Qc6 25. b3 Rfb8 26. b4 Nf5 27. Qd3 hxg2 28. Kxg2 Qe8 29. Nf6+ Kg7 30. Nxe8+ Rxe8 31. Rxf5 gxf5 32. Qxf5 Rg6+ 33. Kh1 Re2 34. Rg1 Rxg1+ 35. Kxg1 Re1+ 36. Kf2 Rh1 37. Qg4+ Kf8 38. Qh3 1-0,1806.0,1665.0,7.0,-8.0,Philidor Defense: Exchange Variation #2,C41
1. c4 h6 2. b3 g6 3. Bb2 f6 4. Nc3 Bg7 5. Rc1 e5 6. Rc2 Ne7 7. Qa1 O-O 8. g3 c6 9. Bg2 b6 10. Nf3 Bb7 11. d4 exd4 12. Nxd4 f5 13. Nf3 c5 14. O-O d5 15. Nb5 Bxb2 16. Qxb2 dxc4 17. bxc4 Bc6 18. Rd2 Nd7 19. Nd6 Qc7 20. Ne5 Nxe5 21. Qxe5 Bxg2 22. Qe6+ Rf7 23. Qxf7+ 1-0,1668.0,1585.0,8.0,-20.0,English Opening,A10
1. c4 e5 2. Nc3 f5 3. d4 e4 4. f3 exf3 5. Nxf3 d6 6. e3 Nf6 7. Qa4+ Bd7 8. Qb4 b6 9. Bd3 Nc6 10. Qb3 Na5 11. Qc2 g6 12. e4 Qe7 13. Nd5 Nxd5 14. cxd5 c6 15. Bg5 Qf7 16. dxc6 Bxc6 17. Bd2 fxe4 18. Bxa5 Bd7 19. Bxe4 Qe7 20. O-O-O Bf5 21. Qc6+ Kf7 22. Bd5+ Kf6 23. Qxa8 Bh6+ 24. Bd2 Bxd2+ 25. Rxd2 Rxa8 26. Bxa8 Qc7+ 27. Rc2 Qxc2# 0-1,1296.0,1400.0,-9.0,8.0,"English Opening: King's English Variation, Reversed Sicilian",A21
1. e4 e5 2. Qf3 Bc5 3. Bc4 Qf6 4. c3 Ne7 5. b4 Bb6 6. a4 O-O 7. a5 Qc6 8. d3 d5 9. exd5 Qf6 10. Qxf6 gxf6 11. axb6 cxb6 12. Ne2 Na6 13. O-O Bf5 14. h3 Ng6 15. Ng3 b5 16. Bxb5 Nc7 17. Bc4 b5 18. d6 Na6 19. Bxb5 Nb8 20. Nxf5 a6 21. Bc4 Nc6 22. Na3 Nf4 23. Bxf4 exf4 24. d4 Rad8 25. Nc2 Rde8 26. Rxa6 Nb8 27. Ra7 Nc6 28. Rc7 Nb8 29. Nh6+ Kg7 30. Nxf7 Rxf7 31. Rxf7+ Kg8 32. Rxf6+ Kg7 33. Rxf4 1-0,1454.0,1123.0,3.0,-5.0,King's Pawn Game: Napoleon Attack,C20
1. d4 d5 2. Bf4 Nc6 3. Nc3 e6 4. Nf3 Bb4 5. a3 Bxc3+ 6. bxc3 Nge7 7. e3 O-O 8. Bd3 a6 9. Bxh7+ Kxh7 10. Ng5+ Kg6 11. h4 f5 12. h5+ Kf6 13. h6 Rh8 14. Qh5 g6 15. Qh2 Qf8 16. h7 Qg7 17. Be5+ Nxe5 18. Qxe5+ Kxg5 19. Qxg7 Bd7 20. Qxe7+ Kg4 21. Qh4# 1-0,1498.0,1566.0,13.0,-13.0,Queen's Pawn Game: Mason Attack,D00
1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. O-O Nf6 5. Nc3 Bd4 6. d3 d5 7. Nxd4 exd4 8. Nxd5 Nxd5 9. exd5 Qxd5 10. Ba4 b5 11. Qe2+ Ne7 12. Bb3 Qc6 13. Re1 O-O 14. Qxe7 Bb7 15. f3 Rae8 16. Bxf7+ Rxf7 17. Qxe8+ Qxe8 18. Rxe8+ Rf8 19. Rxf8+ Kxf8 20. Bf4 c5 21. Re1 1-0,1580.0,1623.0,12.0,-50.0,"Ruy Lopez: Berlin Defense, Beverwijk Variation",C65
1. e4 c5 2. Nf3 f6 3. e5 fxe5 4. Nxe5 c4 5. Qh5+ g6 6. Nxg6 Nf6 7. Qh4 c3 8. Nxh8 cxb2 9. Bxb2 Bg7 10. Bxf6 Bxf6 11. Qh5+ Kf8 12. Qf7# 1-0,1598.0,1365.0,20.0,-8.0,Sicilian Defense,B27
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Nf3 e6 5. Be2 Be7 6. O-O Nf6 7. d3 O-O 8. Bg5 b6 9. Ne5 Bb7 10. Bf3 Bxf3 11. Nxf3 Nbd7 12. Nb5 Nd5 13. Qd2 Bxg5 14. Qxg5 Qe8 15. c4 Nc5 16. a4 c6 17. cxd5 cxb5 18. dxe6 Qxe6 19. axb5 Qb3 20. d4 Ne6 21. Qe5 Qxb2 22. Rfb1 Qc2 23. d5 Nc5 24. d6 Rfd8 25. Rd1 Qb3 26. Qe7 Qxb5 27. Ne5 Rf8 28. d7 Rad8 29. Rxa7 Nxd7 30. Nxd7 Rfe8 31. Nf6+ gxf6 32. Qxf7+ Kh8 33. Qxh7# 1-0,1910.0,1719.0,6.0,-5.0,Scandinavian Defense: Mieses-Kotroc Variation,B01
